1312241259,0,-4370,0,200,6000,,62.00,71.00,65.85
1312241289,0,-4370,6000,200,6000,,64.00,77.00,69.55
1312241319,0,-4370,12000,200,6000,,66.00,80.00,70.09
1312241349,0,-4370,18000,200,6000,,63.00,78.00,67.91
1312241379,0,-4370,24000,200,6000,,64.00,69.00,66.58
1312241409,0,-4370,30000,200,6000,,60.00,80.00,70.38
1312241439,0,-4370,36000,200,6000,,65.00,78.00,69.39
1312241469,0,-4370,42000,200,6000,,64.00,69.00,66.29
1312241499,0,-4370,48000,200,6000,,66.00,71.00,68.17
1312241529,0,-4370,54000,200,6000,,66.00,73.00,68.62
1312241559,0,-4370,60000,200,6000,,63.00,75.00,66.75
1312241589,0,-4370,66000,200,6000,,62.00,70.00,66.17
1312241619,0,-4370,72000,200,6000,,66.00,71.00,67.98
1312241649,0,-4370,78000,200,6000,,64.00,72.00,67.84
1312241679,0,-4370,84000,200,6000,,64.00,74.00,67.51
1312241709,0,-4370,90000,200,6000,,62.00,69.00,65.32
1312241739,0,-4370,96000,200,6000,,64.00,75.00,68.84
1312241769,0,-4370,102000,200,6000,,61.00,68.00,64.06
1312241799,0,-4370,108000,200,6000,,65.00,73.00,67.61
1312241829,0,-4370,114000,200,6000,,65.00,69.00,67.00
1312241859,0,-4370,120000,200,6000,,65.00,80.00,68.87
1312241889,0,-4370,126000,200,6000,,58.00,78.00,64.58
1312241919,0,-4370,132000,200,6000,,67.00,78.00,71.48
1312241949,0,-4370,138000,200,6000,,63.00,68.00,65.79
1312241979,0,-4370,144000,200,6000,,63.00,71.00,65.21
1312242009,0,-4370,150000,200,6000,,65.00,78.00,70.61
1312242039,0,-4370,156000,200,6000,,62.00,78.00,69.17
1312242069,0,-4370,162000,200,6000,,66.00,83.00,74.62
1312242099,0,-4370,168000,200,6000,,55.00,76.00,64.63
1312242129,0,-4370,174000,200,6000,,64.00,78.00,69.60
1312242159,0,-4370,180000,200,6000,,61.00,67.00,64.23
1312242189,0,-4370,186000,200,6000,,60.00,78.00,66.91
1312242219,0,-4370,192000,200,6000,,62.00,68.00,64.92
1312242249,0,-4370,198000,200,6000,,63.00,65.00,64.66
1312242279,0,-4370,204000,200,6000,,58.00,75.00,65.34
1312242309,0,-4370,210000,200,6000,,63.00,80.00,67.76
1312242339,0,-4370,216000,200,6000,,58.00,80.00,67.95
1312242369,0,-4370,222000,200,6000,,62.00,76.00,66.19
1312242399,0,-4370,228000,200,6000,,64.00,67.00,65.31
1312242429,0,-4370,234000,200,6000,,57.00,75.00,64.63
1312242459,0,-4370,240000,200,6000,,60.00,72.00,62.04
1312242489,0,-4370,246000,200,6000,,62.00,77.00,65.62
1312242519,0,-4370,252000,200,6000,,60.00,80.00,66.78
1312242549,0,-4370,258000,200,6000,,60.00,75.00,65.32
1312242579,0,-4370,264000,200,6000,,62.00,84.00,71.30
1312242609,0,-4370,270000,200,6000,,62.00,67.00,63.73
1312242639,0,-4370,276000,200,6000,,60.00,67.00,63.97
1312242669,0,-4370,282000,200,6000,,61.00,65.00,63.15
1312242699,0,-4370,288000,200,6000,,62.00,67.00,64.24
1312242729,0,-4370,294000,200,6000,,58.00,68.00,63.43
1312242759,0,-4370,300000,200,6000,,59.00,88.00,74.10
1312242789,0,-4370,306000,200,6000,,64.00,90.00,75.33
1312242819,0,-4370,312000,200,6000,,65.00,70.00,67.76
1312242849,0,-4370,318000,200,6000,,61.00,77.00,65.86
1312242879,0,-4370,324000,200,6000,,62.00,73.00,65.92
1312242909,0,-4370,330000,200,6000,,58.00,75.00,63.20
1312242939,0,-4370,336000,200,6000,,61.00,69.00,64.35
1312242969,0,-4370,342000,200,6000,,63.00,77.00,70.11
1312242999,0,-4370,348000,200,6000,,60.00,67.00,63.08
1312243029,0,-4370,354000,200,6000,,62.00,67.00,64.07
1312243059,0,-4370,360000,200,6000,,57.00,79.00,64.09
1312243089,0,-4370,366000,200,6000,,55.00,78.00,66.60
1312243119,0,-4370,372000,200,6000,,55.00,75.00,64.06
1312243149,0,-4370,378000,200,6000,,57.00,78.00,62.69
1312243179,0,-4370,384000,200,6000,,61.00,74.00,64.06
1312243209,0,-4370,390000,200,6000,,55.00,73.00,59.25
1312243239,0,-4370,396000,200,6000,,53.00,76.00,62.75
1312243269,0,-4370,402000,200,6000,,54.00,65.00,60.67
1312243299,0,-4370,408000,200,6000,,60.00,67.00,61.70
1312243329,0,-4370,414000,200,6000,,56.00,80.00,64.88
1312243359,0,-4370,420000,200,6000,,52.00,75.00,59.65
1312243389,0,-4370,426000,200,6000,,57.00,62.00,60.30
1312243419,0,-4370,432000,200,6000,,61.00,64.00,62.65
1312243449,0,-4370,438000,200,6000,,55.00,64.00,59.55
1312243479,0,-4370,444000,200,6000,,60.00,65.00,62.16
1312243509,0,-4370,450000,200,6000,,61.00,64.00,62.08
1312243539,0,-4370,456000,200,6000,,60.00,64.00,61.55
1312243569,0,-4370,462000,200,6000,,61.00,65.00,62.54
