1417561982,0,-4370,240000,200,6000,,0.47,0.50,0.48
1417562012,0,-4370,246000,200,6000,,0.47,0.49,0.48
1417562042,0,-4370,252000,200,6000,,0.47,0.50,0.48
1417562072,0,-4370,258000,200,6000,,0.47,0.49,0.48
1417562102,0,-4370,264000,200,6000,,0.47,0.49,0.48
1417562132,0,-4370,270000,200,6000,,0.47,0.49,0.48
1417562162,0,-4370,276000,200,6000,,0.47,0.50,0.48
1417562192,0,-4370,282000,200,6000,,0.47,0.49,0.48
1417562222,0,-4370,288000,200,6000,,0.47,0.49,0.48
1417562252,0,-4370,294000,200,6000,,0.47,0.50,0.48
1417562282,0,-4370,300000,200,6000,,0.47,0.49,0.48
1417562312,0,-4370,306000,200,6000,,0.47,0.49,0.48
1417562342,0,-4370,312000,200,6000,,0.47,0.49,0.48
1417562372,0,-4370,318000,200,6000,,0.47,0.49,0.48
1417562402,0,-4370,324000,200,6000,,0.47,0.49,0.48
1417562432,0,-4370,330000,200,6000,,0.47,0.50,0.48
1417562462,0,-4370,336000,200,6000,,0.47,0.49,0.48
1417562492,0,-4370,342000,200,6000,,0.47,0.50,0.48
1417562522,0,-4370,348000,200,6000,,0.47,0.49,0.48
1417562552,0,-4370,354000,200,6000,,0.47,0.49,0.48
1417562582,0,-4370,360000,200,6000,,0.47,0.49,0.48
1417562612,0,-4370,366000,200,6000,,0.47,0.50,0.48
1417562642,0,-4370,372000,200,6000,,0.47,0.49,0.48
1417562672,0,-4370,378000,200,6000,,0.47,0.49,0.48
1417562702,0,-4370,384000,200,6000,,0.47,0.49,0.48
1417562732,0,-4370,390000,200,6000,,0.47,0.49,0.48
1417562762,0,-4370,396000,200,6000,,0.47,0.49,0.48
1417562792,0,-4370,402000,200,6000,,0.47,0.50,0.48
1417562822,0,-4370,408000,200,6000,,0.47,0.49,0.48
1417562852,0,-4370,414000,200,6000,,0.47,0.49,0.48
1417562882,0,-4370,420000,200,6000,,0.47,0.49,0.48
1417562912,0,-4370,426000,200,6000,,0.47,0.49,0.48
1417562942,0,-4370,432000,200,6000,,0.47,0.49,0.48
1417562972,0,-4370,438000,200,6000,,0.47,0.49,0.48
1417563002,0,-4370,444000,200,6000,,0.47,0.49,0.48
1417563032,0,-4370,450000,200,6000,,0.47,0.49,0.48
1417563062,0,-4370,456000,200,6000,,0.47,0.49,0.48
1417563092,0,-4370,462000,200,6000,,0.47,0.49,0.48
1417563122,0,-4370,468000,200,6000,,0.47,0.50,0.48
1417563152,0,-4370,474000,200,6000,,0.47,0.49,0.48
1417563182,0,-4370,480000,200,6000,,0.47,0.49,0.48
1417563212,0,-4370,486000,200,6000,,0.47,0.49,0.48
1417563242,0,-4370,492000,200,6000,,0.47,0.49,0.48
1417563272,0,-4370,498000,200,6000,,0.47,0.49,0.48
1417563302,0,-4370,504000,200,6000,,0.47,0.50,0.48
1417563332,0,-4370,510000,200,6000,,0.47,0.49,0.48
1417563362,0,-4370,516000,200,6000,,0.47,0.49,0.48
1417563392,0,-4370,522000,200,6000,,0.47,0.49,0.48
1417563422,0,-4370,528000,200,6000,,0.47,0.49,0.48
